code,description,chapter,code_type,includes,excludes,code_system
A44.9,"Bartonellosis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A46,Erysipelas,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A48,"Other bacterial diseases, not elsewhere classified",Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A48.0,Gas gangrene,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A48.1,Legionnaires disease,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A48.2,Nonpneumonic Legionnaires disease [Pontiac fever],Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A48.3,Toxic shock syndrome,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A48.4,Brazilian purpuric fever,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A48.8,Other specified bacterial diseases,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A49,Bacterial infection of unspecified site,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A49.0,"Staphylococcal infection, unspecified site",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A49.1,"Streptococcal and enterococcal infection, unspecified site",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A49.2,"Haemophilus influenzae infection, unspecified site",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A49.3,"Mycoplasma infection, unspecified site",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A49.8,Other bacterial infections of unspecified site,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A49.9,"Bacterial infection, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A50-A64,Infections with a predominantly sexual mode of transmission,Infectious and Parasitic Diseases (A00-B99),block,,,ICD-10-CM
A50,Congenital syphilis,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A50.0,"Early congenital syphilis, symptomatic",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A50.1,"Early congenital syphilis, latent",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A50.2,"Early congenital syphilis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A50.3,Late congenital syphilitic oculopathy,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A50.4,Late congenital neurosyphilis [juvenile neurosyphilis],Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A50.5,"Other late congenital syphilis, symptomatic",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A50.6,"Late congenital syphilis, latent",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A50.7,"Late congenital syphilis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A50.9,"Congenital syphilis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A51,Early syphilis,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A51.0,Primary genital syphilis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A51.1,Primary anal syphilis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A51.2,Primary syphilis of other sites,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A51.3,Secondary syphilis of skin and mucous membranes,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A51.4,Other secondary syphilis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A51.5,"Early syphilis, latent",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A51.9,"Early syphilis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A52,Late syphilis,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A52.0,Cardiovascular syphilis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A52.1,Symptomatic neurosyphilis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A52.2,Asymptomatic neurosyphilis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A52.3,"Neurosyphilis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A52.7,Other symptomatic late syphilis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A52.8,"Late syphilis, latent",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A52.9,"Late syphilis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A53,Other and unspecified syphilis,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A53.0,"Latent syphilis, unspecified as early or late",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A53.9,"Syphilis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A54,Gonococcal infection,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A54.1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A54.3,Gonococcal infection of eye,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A54.4,Gonococcal infection of musculoskeletal system,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A54.5,Gonococcal pharyngitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A54.6,Gonococcal infection of anus and rectum,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A54.8,Other gonococcal infections,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A54.9,"Gonococcal infection, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A55,Chlamydial lymphogranuloma (venereum),Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A56,Other sexually transmitted chlamydial diseases,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A56.0,Chlamydial infection of lower genitourinary tract,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A56.1,Chlamydial infection of pelviperitoneum and other genitourinary organs,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A56.2,"Chlamydial infection of genitourinary tract, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A56.3,Chlamydial infection of anus and rectum,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A56.4,Chlamydial infection of pharynx,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A56.8,Sexually transmitted chlamydial infection of other sites,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A57,Chancroid,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A58,Granuloma inguinale,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A59,Trichomoniasis,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A59.0,Urogenital trichomoniasis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A59.8,Trichomoniasis of other sites,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A59.9,"Trichomoniasis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A60,Anogenital herpesviral [herpes simplex] infection,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A60.0,Herpesviral infection of genitalia and urogenital tract,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A60.1,Herpesviral infection of perianal skin and rectum,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A60.9,"Anogenital herpesviral infection, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A63.0,Anogenital (venereal) warts,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A63.8,Other specified predominantly sexually transmitted diseases,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A64,Unspecified sexually transmitted disease,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A65-A69,Other spirochaetal diseases,Infectious and Parasitic Diseases (A00-B99),block,,,ICD-10-CM
A65,Nonvenereal syphilis,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A66,Yaws,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A66.0,Initial lesions of yaws,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A66.1,Multiple papillomata and wet crab yaws,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A66.2,Other early skin lesions of yaws,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A66.3,Hyperkeratosis of yaws,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A66.4,Gummata and ulcers of yaws,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A66.5,Gangosa,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A66.6,Bone and joint lesions of yaws,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A66.7,Other manifestations of yaws,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A66.8,Latent yaws,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A66.9,"Yaws, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A67,Pinta [carate],Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A67.0,Primary lesions of pinta,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A67.1,Intermediate lesions of pinta,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A67.2,Late lesions of pinta,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A67.3,Mixed lesions of pinta,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A67.9,"Pinta, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A68,Relapsing fevers,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A68.0,Louse-borne relapsing fever,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A68.1,Tick-borne relapsing fever,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A68.9,"Relapsing fever, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A69,Other spirochaetal infections,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A69.0,Necrotizing ulcerative stomatitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A69.1,Other Vincent infections,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A69.2,Lyme disease,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A69.8,Other specified spirochaetal infections,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A69.9,"Spirochaetal infection, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A70-A74,Other diseases caused by chlamydiae,Infectious and Parasitic Diseases (A00-B99),block,,,ICD-10-CM
A70,Chlamydia psittaci infection,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A71,Trachoma,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A71.0,Initial stage of trachoma,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A71.1,Active stage of trachoma,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A71.9,"Trachoma, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A74,Other diseases caused by chlamydiae,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A74.0,Chlamydial conjunctivitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A74.8,Other chlamydial diseases,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A74.9,"Chlamydial infection, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A75-A79,Rickettsioses,Infectious and Parasitic Diseases (A00-B99),block,,,ICD-10-CM
A75,Typhus fever,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A75.1,Recrudescent typhus [Brill disease],Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A75.2,Typhus fever due to Rickettsia typhi,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A75.3,Typhus fever due to Rickettsia tsutsugamushi,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A75.9,"Typhus fever, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A77,Spotted fever [tick-borne rickettsioses],Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A77.0,Spotted fever due to Rickettsia rickettsii,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A77.1,Spotted fever due to Rickettsia conorii,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A77.2,Spotted fever due to Rickettsia sibirica,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A77.3,Spotted fever due to Rickettsia australis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A77.8,Other spotted fevers,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A77.9,"Spotted fever, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A78,Q fever,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A79,Other rickettsioses,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A79.0,Trench fever,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A79.1,Rickettsialpox due to Rickettsia akari,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A79.8,Other specified rickettsioses,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A79.9,"Rickettsiosis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A80-A89,Viral infections of the central nervous system,Infectious and Parasitic Diseases (A00-B99),block,,,ICD-10-CM
A80,Acute poliomyelitis,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A80.0,"Acute paralytic poliomyelitis, vaccine-associated",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A80.1,"Acute paralytic poliomyelitis, wild virus, imported",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A80.2,"Acute paralytic poliomyelitis, wild virus, indigenous",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A80.3,"Acute paralytic poliomyelitis, other and unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A80.4,Acute nonparalytic poliomyelitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A80.9,"Acute poliomyelitis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A81,Atypical virus infections of central nervous system,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A81.0,Creutzfeldt-Jakob disease,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A81.1,Subacute sclerosing panencephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A81.2,Progressive multifocal leukoencephalopathy,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A81.8,Other atypical virus infections of central nervous system,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A81.9,"Atypical virus infection of central nervous system, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A82,Rabies,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A82.0,Sylvatic rabies,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A82.1,Urban rabies,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A82.9,"Rabies, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A83,Mosquito-borne viral encephalitis,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A83.0,Japanese encephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A83.1,Western equine encephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A83.2,Eastern equine encephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A83.3,St Louis encephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A83.4,Australian encephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A83.5,California encephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A83.6,Rocio virus disease,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A83.8,Other mosquito-borne viral encephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A83.9,"Mosquito-borne viral encephalitis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A84,Tick-borne viral encephalitis,Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
A84.0,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A84.1,Central European tick-borne encephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A84.8,Other tick-borne viral encephalitis,Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A84.9,"Tick-borne viral encephalitis, unspecified",Infectious and Parasitic Diseases (A00-B99),subcategory,,,ICD-10-CM
A85,"Other viral encephalitis, not elsewhere classified",Infectious and Parasitic Diseases (A00-B99),category,,,ICD-10-CM
